geoid,No,Yes,tot,with,without
48401950900,433,417,850,0.491,0.509
48401951100,1276,890,2166,0.411,0.589
48401950600,777,500,1277,0.392,0.608
48401951000,1083,540,1623,0.333,0.667
48401951200,831,592,1423,0.416,0.584
48401950300,1460,707,2167,0.326,0.674
48401950800,662,536,1198,0.447,0.553
48391950200,1153,1244,2397,0.519,0.481
48029181808,79,61,140,0.436,0.564
48027021201,170,181,351,0.516,0.484
48027021202,330,245,575,0.426,0.574
48027021301,233,174,407,0.428,0.572
48027021901,369,340,709,0.48,0.52
48027022101,185,253,438,0.578,0.422
48141004312,452,206,658,0.313,0.687
48121021523,170,146,316,0.462,0.538
48121021611,244,366,610,0.6,0.4
48027022401,273,246,519,0.474,0.526
48027022600,300,316,616,0.513,0.487
48027022900,210,227,437,0.519,0.481
48027023000,417,452,869,0.52,0.48
48027023103,262,270,532,0.508,0.492
48027023104,218,297,515,0.577,0.423
48121021612,176,264,440,0.6,0.4
48121021613,148,241,389,0.62,0.38
48121021614,205,329,534,0.616,0.384
48121021616,154,267,421,0.634,0.366
48141003702,229,101,330,0.306,0.694
48141003801,439,193,632,0.305,0.695
48439113810,451,383,834,0.459,0.541
48147950100,1417,679,2096,0.324,0.676
48147950500,1761,833,2594,0.321,0.679
48147950600,1110,605,1715,0.353,0.647
48147950300,1066,927,1993,0.465,0.535
48147950702,860,711,1571,0.453,0.547
48147950701,1469,765,2234,0.342,0.658
48121020601,335,552,887,0.622,0.378
48029190504,307,441,748,0.59,0.41
48029190503,351,575,926,0.621,0.379
48141000112,356,221,577,0.383,0.617
48141000204,452,242,694,0.349,0.651
48141000205,439,201,640,0.314,0.686
48141000206,465,285,750,0.38,0.62
48141000302,448,180,628,0.287,0.713
48215024402,314,801,1115,0.718,0.282
48215023600,752,1754,2506,0.7,0.3
48215024105,304,670,974,0.688,0.312
48215023102,640,1301,1941,0.67,0.33
48215021202,443,949,1392,0.682,0.318
48183000502,366,221,587,0.376,0.624
48183000700,623,394,1017,0.387,0.613
48183000800,468,279,747,0.373,0.627
48183001000,494,282,776,0.363,0.637
48215020503,409,883,1292,0.683,0.317
48215024600,945,2264,3209,0.706,0.294
48215022001,753,1593,2346,0.679,0.321
48215021401,565,1068,1633,0.654,0.346
48215024301,1781,1900,3681,0.516,0.484
48215023504,432,1217,1649,0.738,0.262
48215023902,625,1425,2050,0.695,0.305
48215022502,374,1206,1580,0.763,0.237
48215022900,651,1274,1925,0.662,0.338
48215021000,771,1551,2322,0.668,0.332
48215021303,390,1149,1539,0.747,0.253
48215023503,506,1280,1786,0.717,0.283
48215024000,535,1121,1656,0.677,0.323
48215024302,433,954,1387,0.688,0.312
48215022300,411,1393,1804,0.772,0.228
48215021901,294,820,1114,0.736,0.264
48113008802,445,346,791,0.437,0.563
48183001100,1070,561,1631,0.344,0.656
48113008900,424,349,773,0.451,0.549
48303010200,2970,682,3652,0.187,0.813
48001950500,703,647,1350,0.479,0.521
48001950100,1148,1017,2165,0.47,0.53
48001950700,621,574,1195,0.48,0.52
48001950600,792,685,1477,0.464,0.536
48001951000,993,989,1982,0.499,0.501
48001950800,591,540,1131,0.477,0.523
48215021100,777,1472,2249,0.655,0.345
48215021500,462,903,1365,0.662,0.338
48453000402,257,599,856,0.7,0.3
48439102201,451,406,857,0.474,0.526
48121021627,504,603,1107,0.545,0.455
48085030512,359,262,621,0.422,0.578
48085031632,397,458,855,0.536,0.464
48085031625,307,445,752,0.592,0.408
48085031506,855,487,1342,0.363,0.637
48085031900,1533,1485,3018,0.492,0.508
48085030100,1415,850,2265,0.375,0.625
48085031001,918,507,1425,0.356,0.644
48215023000,550,735,1285,0.572,0.428
48215024106,401,812,1213,0.669,0.331
48215020201,319,811,1130,0.718,0.282
48209010804,931,843,1774,0.475,0.525
48209010304,276,450,726,0.62,0.38
48209010910,357,363,720,0.504,0.496
48209010803,506,404,910,0.444,0.556
48209010808,362,310,672,0.461,0.539
48209010303,320,481,801,0.6,0.4
48215020202,359,815,1174,0.694,0.306
48215020501,324,525,849,0.618,0.382
48215020600,269,533,802,0.665,0.335
48387950600,727,669,1396,0.479,0.521
48387950100,730,862,1592,0.541,0.459
48387950500,1436,1635,3071,0.532,0.468
48361020700,491,491,982,0.5,0.5
48361021100,331,296,627,0.472,0.528
48361021600,254,345,599,0.576,0.424
48361022300,1013,1084,2097,0.517,0.483
48361021700,379,406,785,0.517,0.483
48361021200,483,500,983,0.509,0.491
48361020300,1038,1023,2061,0.496,0.504
48361022000,498,538,1036,0.519,0.481
48361021800,383,419,802,0.522,0.478
48361021000,171,245,416,0.589,0.411
48361022400,613,656,1269,0.517,0.483
48361022200,447,638,1085,0.588,0.412
48361021400,405,366,771,0.475,0.525
48361021900,640,631,1271,0.496,0.504
48097000700,1140,1184,2324,0.509,0.491
48097000900,2133,1955,4088,0.478,0.522
48097000100,2224,2005,4229,0.474,0.526
48097000500,931,713,1644,0.434,0.566
48097000400,1110,956,2066,0.463,0.537
48097000200,2472,1685,4157,0.405,0.595
48453000500,270,555,825,0.673,0.327
48255970400,610,585,1195,0.49,0.51
48255970100,1275,1473,2748,0.536,0.464
48255970300,1496,1278,2774,0.461,0.539
48255970200,1736,1246,2982,0.418,0.582
48065950100,6155,1434,7589,0.189,0.811
48065950200,4594,1475,6069,0.243,0.757
48113009603,561,471,1032,0.456,0.544
48113009604,518,384,902,0.426,0.574
48113009605,227,173,400,0.432,0.568
48113009607,259,234,493,0.475,0.525
48113009608,296,241,537,0.449,0.551
48113009609,388,323,711,0.454,0.546
48113009611,254,201,455,0.442,0.558
48113009702,285,276,561,0.492,0.508
48313000300,860,492,1352,0.364,0.636
48313000100,380,256,636,0.403,0.597
48313000200,528,303,831,0.365,0.635
48313000400,1126,406,1532,0.265,0.735
48337950600,888,762,1650,0.462,0.538
48337950400,2434,2246,4680,0.48,0.52
48215020701,274,700,974,0.719,0.281
48215020721,213,450,663,0.679,0.321
48105950100,5244,1222,6466,0.189,0.811
48215020723,358,627,985,0.637,0.363
48361020200,1027,863,1890,0.457,0.543
48453000601,155,209,364,0.574,0.426
48453000603,179,270,449,0.601,0.399
48453000604,153,205,358,0.573,0.427
48453000801,97,232,329,0.705,0.295
48453000802,164,379,543,0.698,0.302
48453000803,383,878,1261,0.696,0.304
48453000804,266,602,868,0.694,0.306
48453000901,213,481,694,0.693,0.307
48361020500,467,443,910,0.487,0.513
48029130402,317,374,691,0.541,0.459
48029131503,293,465,758,0.613,0.387
48215020724,244,416,660,0.63,0.37
48215020402,478,862,1340,0.643,0.357
48215020802,608,1338,1946,0.688,0.312
48215020901,353,880,1233,0.714,0.286
48399950500,4077,559,4636,0.121,0.879
48399950600,6738,1243,7981,0.156,0.844
48399950100,4176,1059,5235,0.202,0.798
48399950200,1573,364,1937,0.188,0.812
48215021201,380,766,1146,0.668,0.332
48215021600,303,532,835,0.637,0.363
48215022201,335,980,1315,0.745,0.255
48215022501,162,530,692,0.766,0.234
48215022600,178,589,767,0.768,0.232
48341950100,1611,615,2226,0.276,0.724
48341950200,3747,1250,4997,0.25,0.75
48341950300,894,407,1301,0.313,0.687
48341950400,644,388,1032,0.376,0.624
48097000600,813,680,1493,0.455,0.545
48361020900,378,311,689,0.451,0.549
48113009202,470,385,855,0.45,0.55
48113009301,503,431,934,0.461,0.539
48113009304,581,511,1092,0.468,0.532
48019000101,1733,973,2706,0.36,0.64
48021950502,1267,1277,2544,0.502,0.498
48215022701,379,1249,1628,0.767,0.233
48215022702,227,768,995,0.772,0.228
48215023700,477,877,1354,0.648,0.352
48215024201,1279,1892,3171,0.597,0.403
48215024500,717,1180,1897,0.622,0.378
48215021302,542,1440,1982,0.727,0.273
48215022800,1096,2748,3844,0.715,0.285
48215023507,355,1162,1517,0.766,0.234
48027980003,177,206,383,0.538,0.462
48027023403,1070,975,2045,0.477,0.523
48027023404,1083,687,1770,0.388,0.612
48027021903,383,489,872,0.561,0.439
48027023204,229,268,497,0.539,0.461
48027980002,57,72,129,0.558,0.442
48303010406,905,308,1213,0.254,0.746
48303010405,1025,321,1346,0.238,0.762
48303010408,1368,489,1857,0.263,0.737
48141000403,429,172,601,0.286,0.714
48141000404,233,83,316,0.263,0.737
48141001001,433,146,579,0.252,0.748
48141001104,500,301,801,0.376,0.624
48439113514,338,242,580,0.417,0.583
48477170100,882,485,1367,0.355,0.645
48477170600,1365,757,2122,0.357,0.643
48477170400,1707,1018,2725,0.374,0.626
48477170500,2852,1643,4495,0.366,0.634
48477170300,1414,848,2262,0.375,0.625
48477170200,1527,892,2419,0.369,0.631
48121020800,536,593,1129,0.525,0.475
48121020401,1488,1454,2942,0.494,0.506
48121020202,1581,1526,3107,0.491,0.509
48121020303,1668,1933,3601,0.537,0.463
48121021403,1220,789,2009,0.393,0.607
48141003803,243,114,357,0.319,0.681
48141003804,205,90,295,0.305,0.695
48141003901,219,80,299,0.268,0.732
48029121908,80,135,215,0.628,0.372
48029110300,495,548,1043,0.525,0.475
48141003902,458,146,604,0.242,0.758
48281950301,620,698,1318,0.53,0.47
48453001603,409,823,1232,0.668,0.332
48453001605,323,625,948,0.659,0.341
48453001606,26,46,72,0.639,0.361
48267950100,4338,1565,5903,0.265,0.735
48267950200,1205,332,1537,0.216,0.784
48269950100,3019,1094,4113,0.266,0.734
48121021615,239,436,675,0.646,0.354
48121020305,793,722,1515,0.477,0.523
48121020402,491,679,1170,0.58,0.42
48121020403,687,977,1664,0.587,0.413
48121020602,450,800,1250,0.64,0.36
48083950700,5019,1493,6512,0.229,0.771
48043950400,1347,369,1716,0.215,0.785
48043950300,3032,765,3797,0.201,0.799
48083950300,4013,547,4560,0.12,0.88
48083950600,4469,1454,5923,0.245,0.755
48141001501,533,290,823,0.352,0.648
48141010404,796,295,1091,0.27,0.73
48141004201,480,211,691,0.305,0.695
48141003501,754,304,1058,0.287,0.713
48303010508,1804,533,2337,0.228,0.772
48303001801,696,309,1005,0.307,0.693
48303010301,1425,385,1810,0.213,0.787
48303000900,834,220,1054,0.209,0.791
48303010700,1935,374,2309,0.162,0.838
48303010403,557,221,778,0.284,0.716
48303001501,400,175,575,0.304,0.696
48303002102,408,155,563,0.275,0.725
48303000603,167,54,221,0.244,0.756
48029121803,173,222,395,0.562,0.438
48141003903,525,202,727,0.278,0.722
48141004004,509,240,749,0.32,0.68
48141004103,563,244,807,0.302,0.698
48361021300,303,464,767,0.605,0.395
48029121812,229,335,564,0.594,0.406
48439106511,582,497,1079,0.461,0.539
48439106512,308,241,549,0.439,0.561
48439106513,208,154,362,0.425,0.575
48439106514,535,464,999,0.464,0.536
48121020700,278,383,661,0.579,0.421
48121020900,184,196,380,0.516,0.484
48121021000,375,479,854,0.561,0.439
48121021100,344,519,863,0.601,0.399
48121021301,182,231,413,0.559,0.441
48453001705,307,350,657,0.533,0.467
48453001706,212,222,434,0.512,0.488
48453001707,279,329,608,0.541,0.459
48029130300,391,470,861,0.546,0.454
48029130500,549,602,1151,0.523,0.477
48029130600,680,785,1465,0.536,0.464
48029130700,524,564,1088,0.518,0.482
48029131000,372,366,738,0.496,0.504
48439106515,243,204,447,0.456,0.544
48439106516,303,250,553,0.452,0.548
48439106600,238,161,399,0.404,0.596
48453001712,233,368,601,0.612,0.388
48453001713,213,342,555,0.616,0.384
48453001718,238,267,505,0.529,0.471
48141004314,378,222,600,0.37,0.63
48141004316,371,209,580,0.36,0.64
48141010103,332,153,485,0.315,0.685
48141010307,476,244,720,0.339,0.661
48141002202,556,187,743,0.252,0.748
48141010102,405,180,585,0.308,0.692
48141001107,483,255,738,0.346,0.654
48141000301,407,160,567,0.282,0.718
48141001502,744,414,1158,0.358,0.642
48141010501,1090,390,1480,0.264,0.736
48141001110,213,121,334,0.362,0.638
48141002201,316,109,425,0.256,0.744
48141000900,932,323,1255,0.257,0.743
48141001109,361,193,554,0.348,0.652
48141003601,324,117,441,0.265,0.735
48181000200,414,349,763,0.457,0.543
48141004104,484,218,702,0.311,0.689
48141004105,232,96,328,0.293,0.707
48141004106,428,217,645,0.336,0.664
48141004107,147,85,232,0.366,0.634
48141004202,411,191,602,0.317,0.683
48141004303,608,387,995,0.389,0.611
48121021502,393,399,792,0.504,0.496
48121021505,629,685,1314,0.521,0.479
48121021409,613,413,1026,0.403,0.597
48029121404,259,311,570,0.546,0.454
48029121501,405,503,908,0.554,0.446
48029121504,324,431,755,0.571,0.429
48029121507,267,321,588,0.546,0.454
48029121508,177,238,415,0.573,0.427
48029121601,365,484,849,0.57,0.43
48141010311,372,202,574,0.352,0.648
48151950400,4167,919,5086,0.181,0.819
48151950300,3871,863,4734,0.182,0.818
48173950100,4448,1380,5828,0.237,0.763
48439111404,990,691,1681,0.411,0.589
48053960600,905,501,1406,0.356,0.644
48053960700,2019,941,2960,0.318,0.682
48053960200,932,775,1707,0.454,0.546
48053960300,2203,958,3161,0.303,0.697
48053960500,2761,827,3588,0.23,0.77
48053960100,1953,1721,3674,0.468,0.532
48053960400,1686,933,2619,0.356,0.644
48053960800,1485,841,2326,0.362,0.638
48453001716,170,192,362,0.53,0.47
48453001747,162,254,416,0.611,0.389
48453001823,155,170,325,0.523,0.477
48453002307,162,228,390,0.585,0.415
48453001908,243,329,572,0.575,0.425
48453001719,169,213,382,0.558,0.442
48453001722,168,147,315,0.467,0.533
48453001728,409,639,1048,0.61,0.39
48453001729,217,335,552,0.607,0.393
48409010500,282,460,742,0.62,0.38
48029131504,341,497,838,0.593,0.407
48029980004,153,232,385,0.603,0.397
48439104605,670,498,1168,0.426,0.574
48439104802,602,422,1024,0.412,0.588
48439105001,501,456,957,0.476,0.524
48439111013,766,553,1319,0.419,0.581
48029121604,411,525,936,0.561,0.439
48029121802,426,647,1073,0.603,0.397
48113008400,967,837,1804,0.464,0.536
48113008500,525,463,988,0.469,0.531
48439105006,1073,821,1894,0.433,0.567
48439105201,523,354,877,0.404,0.596
48439105204,240,152,392,0.388,0.612
48439105205,298,185,483,0.383,0.617
48113008604,178,135,313,0.431,0.569
48113008701,368,297,665,0.447,0.553
48113008704,321,246,567,0.434,0.566
48113008801,343,298,641,0.465,0.535
48113009802,322,244,566,0.431,0.569
48439105403,745,669,1414,0.473,0.527
48439105404,680,532,1212,0.439,0.561
48439105405,737,573,1310,0.437,0.563
48185180302,982,882,1864,0.473,0.527
48185180101,1479,893,2372,0.376,0.624
48185180200,1582,1150,2732,0.421,0.579
48185180102,860,752,1612,0.467,0.533
48439105406,435,317,752,0.422,0.578
48439105502,784,601,1385,0.434,0.566
48113009104,197,190,387,0.491,0.509
48321730700,2073,1874,3947,0.475,0.525
48321730400,671,556,1227,0.453,0.547
48321730100,500,447,947,0.472,0.528
48321730501,1812,1923,3735,0.515,0.485
48321730600,1262,1594,2856,0.558,0.442
48439111506,684,523,1207,0.433,0.567
48439111513,389,416,805,0.517,0.483
48439111514,481,467,948,0.493,0.507
48453001746,124,191,315,0.606,0.394
48453001765,820,996,1816,0.548,0.452
48453001737,405,655,1060,0.618,0.382
48453001766,849,745,1594,0.467,0.533
48453002003,163,232,395,0.587,0.413
48453001819,100,121,221,0.548,0.452
48453001714,473,570,1043,0.547,0.453
48453001748,284,443,727,0.609,0.391
48453001901,241,369,610,0.605,0.395
48453002402,262,388,650,0.597,0.403
48393950100,3820,994,4814,0.206,0.794
48453000101,304,503,807,0.623,0.377
48453002313,72,80,152,0.526,0.474
48453000700,381,408,789,0.517,0.483
48453001849,278,257,535,0.48,0.52
48453002421,290,432,722,0.598,0.402
48453001604,383,677,1060,0.639,0.361
48453001910,363,502,865,0.58,0.42
48453002407,378,498,876,0.568,0.432
48453002315,18,21,39,0.538,0.462
48453001308,160,222,382,0.581,0.419
48453001911,130,141,271,0.52,0.48
48453001761,393,442,835,0.529,0.471
48453001755,284,306,590,0.519,0.481
48439105503,807,601,1408,0.427,0.573
48439105505,609,453,1062,0.427,0.573
48439105508,533,373,906,0.412,0.588
48439105510,644,485,1129,0.43,0.57
48439105511,556,414,970,0.427,0.573
48029191816,95,120,215,0.558,0.442
48453001733,101,129,230,0.561,0.439
48453001738,316,481,797,0.604,0.396
48453001741,309,354,663,0.534,0.466
48409010700,1021,1491,2512,0.594,0.406
48409010603,72,118,190,0.621,0.379
48409010601,190,307,497,0.618,0.382
48409011000,1051,1097,2148,0.511,0.489
48409010900,1149,1452,2601,0.558,0.442
48409011300,1108,1189,2297,0.518,0.482
48409011200,790,1120,1910,0.586,0.414
48029121120,198,255,453,0.563,0.437
48439105512,539,386,925,0.417,0.583
48029191303,147,185,332,0.557,0.443
48439105600,643,539,1182,0.456,0.544
48439105701,506,401,907,0.442,0.558
48439105703,369,279,648,0.431,0.569
48439105704,727,561,1288,0.436,0.564
48439105800,389,311,700,0.444,0.556
48057000400,819,915,1734,0.528,0.472
48057000300,347,367,714,0.514,0.486
48057000200,326,462,788,0.586,0.414
48057000100,315,420,735,0.571,0.429
48439111102,809,573,1382,0.415,0.585
48439111202,656,455,1111,0.41,0.59
48439111304,590,431,1021,0.422,0.578
48439106001,809,622,1431,0.435,0.565
48439106002,847,621,1468,0.423,0.577
48439106101,353,238,591,0.403,0.597
48439106102,390,255,645,0.395,0.605
48439106201,405,280,685,0.409,0.591
48439106202,421,261,682,0.383,0.617
48439106300,404,254,658,0.386,0.614
48439106502,372,298,670,0.445,0.555
48439106503,645,494,1139,0.434,0.566
48439106507,193,160,353,0.453,0.547
48439106510,485,423,908,0.466,0.534
48167721700,1156,855,2011,0.425,0.575
48167722100,974,731,1705,0.429,0.571
48167722300,932,773,1705,0.453,0.547
48167722600,167,122,289,0.422,0.578
48167722700,275,233,508,0.459,0.541
48247950200,795,628,1423,0.441,0.559
48139060500,764,665,1429,0.465,0.535
48139060600,1071,891,1962,0.454,0.546
48139061400,1064,771,1835,0.42,0.58
48141010101,558,213,771,0.276,0.724
48141004002,1129,417,1546,0.27,0.73
48141000800,701,240,941,0.255,0.745
48041001301,141,133,274,0.485,0.515
48041001303,394,360,754,0.477,0.523
48041001400,334,304,638,0.476,0.524
48041002015,260,232,492,0.472,0.528
48041001601,494,486,980,0.496,0.504
48041001604,142,126,268,0.47,0.53
48397040401,1424,707,2131,0.332,0.668
48321730202,327,287,614,0.467,0.533
